molecule,SMILES,PCE
FXIC-3,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc(/C=C5\C(=O)c6cc(F)c(F)cc6C5=C(C#N)C#N)cc32)C2(c3cc5c(cc3-4)C(c3ccc(CCCCCC)cc3)(c3ccc(CCCCCC)cc3)c3cc(/C=C4\C(=O)c6cc(F)c(F)cc6C4=C(C#N)C#N)sc3-5)c3cc4c(cc3-c3cc5c(cc32)-c2sc(/C=C3\C(=O)c6cc(F)c(F)cc6C3=C(C#N)C#N)cc2C5(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2cc(/C=C3\C(=O)c5cc(F)c(F)cc5C3=C(C#N)C#N)sc2-4)cc1,5.90 
DTSiC-IC,CCCCCCCCC(CCCCCCCC)n1c2cc3c(cc2c2cc4c(cc21)-c1sc(/C=C2\C(=O)c5ccccc5C2=C(C#N)C#N)cc1[Si]4(CCCCCCCC)CCCCCCCC)[Si](CCCCCCCC)(CCCCCCCC)c1cc(/C=C2\C(=O)c4ccccc4C2=C(C#N)C#N)sc1-3,7.17 
DTSiC-TC,CCCCCCCCC(CCCCCCCC)n1c2cc3c(cc2c2cc4c(cc21)-c1sc(/C=C2\C(=O)c5cscc5C2=C(C#N)C#N)cc1[Si]4(CCCCCCCC)CCCCCCCC)[Si](CCCCCCCC)(CCCCCCCC)c1cc(/C=C2\C(=O)c4cscc4C2=C(C#N)C#N)sc1-3,9.23 
GL1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)sc3-c3sc4c5c(sc4c32)-c2sc3c4c(sc3c2C5(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)-c2sc(/C=C3\C(=O)c5cc(F)c(F)cc5C3=C(C#N)C#N)cc2C4(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)cc1,11.13 
F-2Cl,CCCCCCCCC1(CCCCCCCC)c2cc3c(cc2-c2cc4c(cc21)-c1sc(/C=C2\C(=O)c5cc(Cl)c(Cl)cc5C2=C(C#N)C#N)cc1C4(CCCCCCCC)CCCCCCCC)C(CCCCCCCC)(CCCCCCCC)c1cc(/C=C2\C(=O)c4cc(Cl)c(Cl)cc4C2=C(C#N)C#N)sc1-3,10.16 
ITIC-SC6,CC#CC#CC#Sc1ccc(C2(c3ccc(S#CC#CC#CC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(S#CC#CC#CC)cc2)(c2ccc(S#CC#CC#CC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1,7.17 
ITIC-SC8,CC#CC#CC#CC#Sc1ccc(C2(c3ccc(S#CC#CC#CC#CC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(S#CC#CC#CC#CC)cc2)(c2ccc(S#CC#CC#CC#CC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1,7.49 
ITIC-SC2C6,CCCCC(CC)CSc1ccc(C2(c3ccc(SCC(CC)CCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(SCC(CC)CCCC)cc2)(c2ccc(SCC(CC)CCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1,8.94 
DTCCIC-C17,CCCCCCCCc1ccc(C2(c3ccc(CCCCCCCC)cc3)c3cc4c5cc6c(cc5n(C(CCCCCCCC)CCCCCCCC)c4cc3-c3sc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)cc32)-c2sc(/C=C3\C(=O)c4ccccc4C3=C(C#N)C#N)cc2C6(c2ccc(CCCCCCCC)cc2)c2ccc(CCCCCCCC)cc2)cc1,9.48 
IDTT-OB,CCCCCCCCC1(c2ccc(CCCCCC)cc2)c2cc3c(cc2-c2sc4cc(/C=C5\C(=O)c6ccc(C)cc6C5=C(C#N)C#N)sc4c21)C(CCCCCCCC)(c1ccc(CCCCCC)cc1)c1c-3sc2cc(/C=C3\C(=O)c4ccc(C)cc4C3=C(C#N)C#N)sc12,9.96 
FCIC,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc3-c3cc4c(c5cccc2c35)C=C2c3sc(/C=C5\C(=O)c6ccccc6C5=C(C#N)C#N)cc3C(c3ccc(CCCCCC)cc3)(c3ccc(CCCCCC)cc3)C3C=CC=C4C23)cc1,7.15 
BDTN-BF,CCCCCCCCOc1c2sc3c4sc(/C=C5\C(=O)c6cc(F)c(F)cc6C5=C(C#N)C#N)cc4n(CC(CCCC)CCCCCC)c3c2c(OCCCCCCCC)c2sc3c4sc(/C=C5\C(=O)c6cc(F)c(F)cc6C5=C(C#N)C#N)cc4n(CC(CCCC)CCCCCC)c3c12,11.25 
BDTN-Th,CCCCCCCCOc1c2sc3c4sc(/C=C5\C(=O)c6cscc6C5=C(C#N)C#N)cc4n(CC(CCCC)CCCCCC)c3c2c(OCCCCCCCC)c2sc3c4sc(/C=C5\C(=O)c6cscc6C5=C(C#N)C#N)cc4n(CC(CCCC)CCCCCC)c3c12,3.37 
SIDIC,CCCCCCC1(CCCCCC)c2cc3c(cc2-c2sc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)cc21)C(CCCCCC)(CCCCCC)c1cc(-c2cc4c(s2)-c2cc5c(cc2C4(CCCCCC)CCCCCC)-c2sc(/C=C4\C(=O)c6cc(F)c(F)cc6C4=C(C#N)C#N)cc2C5(CCCCCC)CCCCCC)sc1-3,10.50 
TTIDIC,CCCCCCC1(CCCCCC)c2cc3c(cc2-c2sc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)cc21)C(CCCCCC)(CCCCCC)c1cc(-c2cc4sc(-c5cc6c(s5)-c5cc7c(cc5C6(CCCCCC)CCCCCC)-c5sc(/C=C6\C(=O)c8cc(F)c(F)cc8C6=C(C#N)C#N)cc5C7(CCCCCC)CCCCCC)cc4s2)sc1-3,5.93 
BTIDIC,CCCCCCC1(CCCCCC)c2cc3c(cc2-c2sc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)cc21)C(CCCCCC)(CCCCCC)c1cc(-c2ccc(-c4cc5c(s4)-c4cc6c(cc4C5(CCCCCC)CCCCCC)-c4sc(/C=C5\C(=O)c7cc(F)c(F)cc7C5=C(C#N)C#N)cc4C6(CCCCCC)CCCCCC)c4nsnc24)sc1-3,10.80 
BTOIC,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc(/C=C4\C(=O)c5c(csc5C)C4=C(C#N)C#N)sc3-c3sc4c(OCC(CC)CCCC)c5c6c(sc5c(OCC(CC)CCCC)c4c32)-c2sc(/C=C3\C(=O)c4c(csc4C)C3=C(C#N)C#N)cc2C6(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)cc1,10.48 
CDTTIC,CCCCCCCCC1(CCCCCCCC)c2c(sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)-c2sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc3c21,11.50 
HO-IDIC-2F,CCC#CC#COc1c2c(c(OC#CC#CCC)c3c1C(CCCCCC)(CCCCCC)c1cc(/C=C4\C(=O)c5ccc(F)cc5C4=C(C#N)C#N)sc1-3)C(CCCCCC)(CCCCCC)c1cc(/C=C3\C(=O)c4ccc(F)cc4C3=C(C#N)C#N)sc1-2,12.24 
DO-IDIC-2F,CCC#CC#CC#CC#COc1c2c(c(OC#CC#CC#CC#CCC)c3c1C(CCCCCC)(CCCCCC)c1cc(/C=C4\C(=O)c5ccc(F)cc5C4=C(C#N)C#N)sc1-3)C(CCCCCC)(CCCCCC)c1cc(/C=C3\C(=O)c4ccc(F)cc4C3=C(C#N)C#N)sc1-2,12.94 
IPT2F-Th,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc(/C=C5\C(=O)c6ccc(F)cc6C5=C(C#N)C#N)cc32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3c4sc(/C=C5\C(=O)c6ccc(F)cc6C5=C(C#N)C#N)cc4n(-c4ccc(CCCCCC)s4)c23)cc1,12.23 
IPT2F-Ph,CCCCCCc1ccc(-n2c3cc(/C=C4\C(=O)c5ccc(F)cc5C4=C(C#N)C#N)sc3c3sc4c(c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2cc3c(cc2-4)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2cc(/C=C4\C(=O)c5ccc(F)cc5C4=C(C#N)C#N)sc2-3)cc1,12.98 
IPT2F-TT,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc(/C=C5\C(=O)c6ccc(F)cc6C5=C(C#N)C#N)cc32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3c4sc(/C=C5\C(=O)c6ccc(F)cc6C5=C(C#N)C#N)cc4n(-c4cc5sc(CCCCCC)cc5s4)c23)cc1,13.84 
M5,CCCCCCCCC(CCCCCC)Cn1c2cc(/C=C3\C(=O)c4ccccc4C3=C(C#N)C#N)sc2c2sc3c(OCC(CC)CCCC)c4c(sc5c6sc(/C=C7\C(=O)c8ccccc8C7=C(C#N)C#N)cc6n(CC(CCCCCC)CCCCCCCC)c54)c(OCC(CC)CCCC)c3c21,8.91 
M6,CCCCCCCCC(CCCCCC)Cn1c2cc(/C=C3\C(=O)c4cc(Cl)c(Cl)cc4C3=C(C#N)C#N)sc2c2sc3c(OCC(CC)CCCC)c4c(sc5c6sc(/C=C7\C(=O)c8cc(Cl)c(Cl)cc8C7=C(C#N)C#N)cc6n(CC(CCCCCC)CCCCCCCC)c54)c(OCC(CC)CCCC)c3c21,15.12 
M7,CCCCCCCCC(CCCCCC)Cn1c2cc(/C=C3\C(=O)c4cc(Br)c(Br)cc4C3=C(C#N)C#N)sc2c2sc3c(OCC(CC)CCCC)c4c(sc5c6sc(/C=C7\C(=O)c8cc(Br)c(Br)cc8C7=C(C#N)C#N)cc6n(CC(CCCCCC)CCCCCCCC)c54)c(OCC(CC)CCCC)c3c21,12.21 
IDTO-T-4F,CCCCCCCCOc1c(-c2ccc(/C=C3\C(=O)c4cc(F)c(F)cc4C3=C(C#N)C#N)s2)sc2c1C(c1ccc(CCCCCC)cc1)(c1ccc(CCCCCC)cc1)c1cc3c(cc1-2)C(c1ccc(CCCCCC)cc1)(c1ccc(CCCCCC)cc1)c1c-3sc(-c2ccc(/C=C3\C(=O)c4cc(F)c(F)cc4C3=C(C#N)C#N)s2)c1OCCCCCCCC,12.62 
IDTO-Se-4F,CCCCCCCCOc1c(-c2ccc(/C=C3\C(=O)c4cc(F)c(F)cc4C3=C(C#N)C#N)[se]2)sc2c1C(c1ccc(CCCCCC)cc1)(c1ccc(CCCCCC)cc1)c1cc3c(cc1-2)C(c1ccc(CCCCCC)cc1)(c1ccc(CCCCCC)cc1)c1c-3sc(-c2ccc(/C=C3\C(=O)c4cc(F)c(F)cc4C3=C(C#N)C#N)[se]2)c1OCCCCCCCC,10.67 
IDTO-TT-4F,CCCCCCCCOc1c(-c2cc3sc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)cc3s2)sc2c1C(c1ccc(CCCCCC)cc1)(c1ccc(CCCCCC)cc1)c1cc3c(cc1-2)C(c1ccc(CCCCCC)cc1)(c1ccc(CCCCCC)cc1)c1c-3sc(-c2cc3sc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)cc3s2)c1OCCCCCCCC,10.21 
AT-NC,CCCCC(CC)COc1ccc(C2(c3ccc(OCC(CC)CCCC)cc3)c3cc(/C=C4\C(=O)c5cc6ccccc6cc5C4=C(C#N)C#N)sc3-c3ccc4cc5c6c(ccc5cc4c32)-c2sc(/C=C3\C(=O)c4cc5ccccc5cc4C3=C(C#N)C#N)cc2C6(c2ccc(OCC(CC)CCCC)cc2)c2ccc(OCC(CC)CCCC)cc2)cc1,10.68 
AT-4Cl,CCCCC(CC)COc1ccc(C2(c3ccc(OCC(CC)CCCC)cc3)c3cc(/C=C4\C(=O)c5cc(Cl)c(Cl)cc5C4=C(C#N)C#N)sc3-c3ccc4cc5c6c(ccc5cc4c32)-c2sc(/C=C3\C(=O)c4cc(Cl)c(Cl)cc4C3=C(C#N)C#N)cc2C6(c2ccc(OCC(CC)CCCC)cc2)c2ccc(OCC(CC)CCCC)cc2)cc1,13.10 
3TT-CIC,CCCCC(CC)Cc1ccc(C2(c3ccc(CC(CC)CCCC)cc3)c3c(sc4cc(/C=C5\C(=O)c6cc(Cl)c(Cl)cc6C5=C(C#N)C#N)sc34)-c3sc4c5c(sc4c32)-c2sc3cc(/C=C4\C(=O)c6cc(Cl)c(Cl)cc6C4=C(C#N)C#N)sc3c2C5(c2ccc(CC(CC)CCCC)cc2)c2ccc(CC(CC)CCCC)cc2)cc1,11.69 
3TT-OCIC,CCCCCCCCc1c(/C=C2\C(=O)c3cc(Cl)c(Cl)cc3C2=C(C#N)C#N)sc2c3c(sc12)-c1sc2c4c(sc2c1C3(c1ccc(CCCCCC)cc1)c1ccc(CCCCCC)cc1)-c1sc2c(CCCCCCCC)c(/C=C3\C(=O)c5cc(Cl)c(Cl)cc5C3=C(C#N)C#N)sc2c1C4(c1ccc(CCCCCC)cc1)c1ccc(CCCCCC)cc1,12.22 
NCBDT,CCCCCCCCc1c2sc3c(c2c(CCCCCCCC)c2sc4c(c12)C(c1ccc(CCCCCC)cc1)(c1ccc(CCCCCC)cc1)c1cc(/C=C2\C(=O)c5ccc(F)cc5C2=C(C#N)C#N)sc1-4)C(c1ccc(CCCCCC)cc1)(c1ccc(CCCCCC)cc1)c1cc(/C=C2\C(=O)c4ccc(F)cc4C2=C(C#N)C#N)sc1-3,11.62 
m-ITIC-OR,CCCCCCCCOc1cccc(C2(c3cccc(OCCCCCCCC)c3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2cccc(OCCCCCCCC)c2)(c2cccc(OCCCCCCCC)c2)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)c1,9.13 
3TT-FIC,CCCCC(CC)Cc1ccc(C2(c3ccc(CC(CC)CCCC)cc3)c3c(sc4cc(/C=C5\C(=O)c6cc(F)c(F)cc6C5=C(C#N)C#N)sc34)-c3sc4c5c(sc4c32)-c2sc3cc(/C=C4\C(=O)c6cc(F)c(F)cc6C4=C(C#N)C#N)sc3c2C5(c2ccc(CC(CC)CCCC)cc2)c2ccc(CC(CC)CCCC)cc2)cc1,11.96 
m-BAIDIC ,CCCCCCC1(CCCCCC)c2cc3c(cc2-c2sc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)cc21)C(CCCCCC)(CCCCCC)c1cc(-c2cccc(C#Cc4cccc(-c5cc6c(s5)-c5cc7c(cc5C6(CCCCCC)CCCCCC)-c5sc(/C=C6\C(=O)c8cc(F)c(F)cc8C6=C(C#N)C#N)cc5C7(CCCCCC)CCCCCC)c4)c2)sc1-3,3.42 
p-BAIDIC ,CCCCCCC1(CCCCCC)c2cc3c(cc2-c2sc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)cc21)C(CCCCCC)(CCCCCC)c1cc(-c2ccc(C#Cc4ccc(-c5cc6c(s5)-c5cc7c(cc5C6(CCCCCC)CCCCCC)-c5sc(/C=C6\C(=O)c8cc(F)c(F)cc8C6=C(C#N)C#N)cc5C7(CCCCCC)CCCCCC)cc4)cc2)sc1-3,7.66 
MQ3,CCCCCCC(CCCC)COc1c2[se]c3c4sc(/C=C5\C(=O)c6cc(F)c(F)cc6C5=C(C#N)C#N)cc4n(CC(CCCC)CCCCCC)c3c2c(OCC(CCCC)CCCCCC)c2[se]c3c4sc(/C=C5\C(=O)c6cc(F)c(F)cc6C5=C(C#N)C#N)cc4n(CC(CCCC)CCCCCC)c3c12,13.28 
MQ5,CCCCCCC(CCCC)COc1c2sc3c4[se]c(/C=C5\C(=O)c6cc(F)c(F)cc6C5=C(C#N)C#N)cc4n(CC(CCCC)CCCCCC)c3c2c(OCC(CCCC)CCCCCC)c2sc3c4[se]c(/C=C5\C(=O)c6cc(F)c(F)cc6C5=C(C#N)C#N)cc4n(CC(CCCC)CCCCCC)c3c12,15.43 
MQ6,CCCCCCC(CCCC)COc1c2sc3c4[se]c(/C=C5\C(=O)c6cc(F)c(F)cc6C5=C(C#N)C#N)cc4n(CC(CCCC)CCCCCC)c3c2c(OCC(CCCC)CCCCCC)c2sc3c4sc(/C=C5\C(=O)c6cc(F)c(F)cc6C5=C(C#N)C#N)cc4n(CC(CCCC)CCCCCC)c3c12,16.26 
IDTIDT-IC,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc(/C=C5\C(=O)c6ccccc6C5=C(C#N)C#N)cc32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3c4c(sc23)-c2cc3c(cc2C4(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)-c2sc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)cc2C3(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)cc1,6.25 
BT-IC,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc3-c3sc4c(OCC(CC)CCCC)c5c6c(sc5c(OCC(CC)CCCC)c4c32)-c2sc(/C=C3\C(=O)c4ccccc4C3=C(C#N)C#N)cc2C6(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)cc1,8.30 
FTIC-C8C6,CCCCCCCCC1(CCCCCCCC)c2cc3c(cc2-c2cc4c(cc21)-c1sc(/C=C2\C(=O)c5ccccc5C2=C(C#N)C#N)cc1C4(CCCCCC)CCCCCC)C(CCCCCC)(CCCCCC)c1cc(/C=C2\C(=O)c4ccccc4C2=C(C#N)C#N)sc1-3,9.76 
FTIC-C6C6,CCCCCCC1(CCCCCC)c2cc3c(cc2-c2cc4c(cc21)-c1sc(/C=C2\C(=O)c5ccccc5C2=C(C#N)C#N)cc1C4(CCCCCC)CCCCCC)C(CCCCCC)(CCCCCC)c1cc(/C=C2\C(=O)c4ccccc4C2=C(C#N)C#N)sc1-3,9.06 
FTIC-C6C8,CCCCCCCCC1(CCCCCCCC)c2cc3c(cc2-c2sc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)cc21)C(CCCCCC)(CCCCCC)c1cc2c(cc1-3)C(CCCCCCCC)(CCCCCCCC)c1cc(/C=C3\C(=O)c4ccccc4C3=C(C#N)C#N)sc1-2,10.01 
INPIC-EH,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5c6sc(/C=C7\C(=O)c8cc(F)c(F)cc8C7=C(C#N)C#N)cc6n(CC(CC)CCCC)c5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3c4sc(/C=C5\C(=O)c6cc(F)c(F)cc6C5=C(C#N)C#N)cc4n(CC(CC)CCCC)c23)cc1,11.70 
INPIC-BO,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5c6sc(/C=C7\C(=O)c8cc(F)c(F)cc8C7=C(C#N)C#N)cc6n(CC(CCCC)CCCCCC)c5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3c4sc(/C=C5\C(=O)c6cc(F)c(F)cc6C5=C(C#N)C#N)cc4n(CC(CCCC)CCCCCC)c23)cc1,10.90 
IDTT-BH ,CCCCCCC(CCCC)Cc1ccc(C2(c3ccc(CC(CCCC)CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7cc8ccccc8cc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CC(CCCC)CCCCCC)cc2)(c2ccc(CC(CCCC)CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5cc6ccccc6cc5C4=C(C#N)C#N)sc23)cc1,9.87 
IDTT-OBH,CCCCCCC(CCCC)COc1ccc(C2(c3ccc(OCC(CCCC)CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7cc8ccccc8cc7C6=C(C#N)C#N)sc5c32)C(c2ccc(OCC(CCCC)CCCCCC)cc2)(c2ccc(OCC(CCCC)CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5cc6ccccc6cc5C4=C(C#N)C#N)sc23)cc1,10.79 
TPTC,CCCCCCCCC1(CCCCCCCC)Oc2cc3c(cc2-c2sc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)cc21)OC(CCCCCCCC)(CCCCCCCC)c1cc(/C=C2\C(=O)c4ccccc4C2=C(C#N)C#N)sc1-3,1.97 
TPTIC,CCCCCCCCC1(CCCCCCCC)Oc2cc(/C=C3\C(=O)c4ccccc4C3=C(C#N)C#N)sc2-c2cc3c(cc21)-c1sc(/C=C2\C(=O)c4ccccc4C2=C(C#N)C#N)cc1OC3(CCCCCCCC)CCCCCCCC,10.42 
IDIDTT,CCCCCCCCC1(CCCCCCCC)c2cc3c(cc2-c2sc4c(c21)C(CCCCCCCC)(CCCCCCCC)c1cc2c(cc1-4)C(c1ccc(CCCCCC)cc1)(c1ccc(CCCCCC)cc1)c1cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc1-2)C(c1ccc(CCCCCC)cc1)(c1ccc(CCCCCC)cc1)c1cc(/C=C2\C(=O)c4ccccc4C2=C(C#N)C#N)sc1-3,8.86 
IDIDTT-2F,CCCCCCCCC1(CCCCCCCC)c2cc3c(cc2-c2sc4c(c21)C(CCCCCCCC)(CCCCCCCC)c1cc2c(cc1-4)C(c1ccc(CCCCCC)cc1)(c1ccc(CCCCCC)cc1)c1cc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)sc1-2)C(c1ccc(CCCCCC)cc1)(c1ccc(CCCCCC)cc1)c1cc(/C=C2\C(=O)c4cc(F)c(F)cc4C2=C(C#N)C#N)sc1-3,10.07 
 STIC,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)[se]c3-c3sc4c5c(sc4c32)-c2[se]c(/C=C3\C(=O)c4ccccc4C3=C(C#N)C#N)cc2C5(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)cc1,9.68 
TITI-4F,CCCCCCCCC(CCCCCCCC)n1c2cc(/C=C3\C(=O)c4cc(F)c(F)cc4C3=C(C#N)C#N)sc2c2ccc3c(ccc4c5sc(/C=C6\C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)cc5n(C(CCCCCCCC)CCCCCCCC)c34)c21,8.08 
FTTCN,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7cscc7C6=C(C#N)C#N)sc5c32)C(CCCCCC)(CCCCCC)c2cc3c(cc2-4)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-3sc3cc(/C=C4\C(=O)c5cscc5C4=C(C#N)C#N)sc23)cc1,10.56 
FTTCN-M,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7c(csc7C)C6=C(C#N)C#N)sc5c32)C(CCCCCC)(CCCCCC)c2cc3c(cc2-4)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-3sc3cc(/C=C4\C(=O)c5c(csc5C)C4=C(C#N)C#N)sc23)cc1,10.08 
NDIC,CCCCCCCCC1(CCCCCCCC)c2cc3cc4c(cc3cc2-c2sc(/C=C3\C(=O)c5ccccc5C3=C(C#N)C#N)cc21)C(CCCCCCCC)(CCCCCCCC)c1cc(/C=C2\C(=O)c3ccccc3C2=C(C#N)C#N)sc1-4,7.92 
PDT,CCCCCCOc1cc2c3c(c(OCCCCCC)cc4c3c1-c1sc(/C=C3\C(=O)c5cc(F)c(F)cc5C3=C(C#N)C#N)cc1C4(c1ccc(CCCCCC)cc1)c1ccc(CCCCCC)cc1)-c1sc(/C=C3\C(=O)c4cc(F)c(F)cc4C3=C(C#N)C#N)cc1C2(c1ccc(CCCCCC)cc1)c1ccc(CCCCCC)cc1,6.90 
PDT-T,CCCCCCOc1cc2c3c(c(OCCCCCC)cc4c3c1-c1sc(-c3ccc(/C=C5\C(=O)c6cc(F)c(F)cc6C5=C(C#N)C#N)s3)cc1C4(c1ccc(CCCCCC)cc1)c1ccc(CCCCCC)cc1)-c1sc(-c3ccc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)s3)cc1C2(c1ccc(CCCCCC)cc1)c1ccc(CCCCCC)cc1,10.91 
ANT-4F,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)sc3-c3ccc4cc5c6c(ccc5cc4c32)-c2sc(/C=C3\C(=O)c4cc(F)c(F)cc4C3=C(C#N)C#N)cc2C6(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)cc1,12.90 
DBTTC,CCCCCCC(CCCC)Cc1ccc(C2(c3ccc(CC(CCCC)CCCCCC)cc3)c3cc4c(cc3-c3sc(/C=C5\C(=O)c6cscc6C5=C(C#N)C#N)cc32)sc2cc3c(cc24)C(c2ccc(CC(CCCC)CCCCCC)cc2)(c2ccc(CC(CCCC)CCCCCC)cc2)c2cc(/C=C4\C(=O)c5cscc5C4=C(C#N)C#N)sc2-3)cc1,9.74 
DBTIC,CCCCCCC(CCCC)Cc1ccc(C2(c3ccc(CC(CCCC)CCCCCC)cc3)c3cc4c(cc3-c3sc(/C=C5\C(=O)c6ccccc6C5=C(C#N)C#N)cc32)sc2cc3c(cc24)C(c2ccc(CC(CCCC)CCCCCC)cc2)(c2ccc(CC(CCCC)CCCCCC)cc2)c2cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc2-3)cc1,9.27 
DBTIC-2F,CCCCCCC(CCCC)Cc1ccc(C2(c3ccc(CC(CCCC)CCCCCC)cc3)c3cc4c(cc3-c3sc(/C=C5\C(=O)c6cc(F)c(F)cc6C5=C(C#N)C#N)cc32)sc2cc3c(cc24)C(c2ccc(CC(CCCC)CCCCCC)cc2)(c2ccc(CC(CCCC)CCCCCC)cc2)c2cc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)sc2-3)cc1,6.62 
BDSePhCl ,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc(/C=C4\C(=O)c5ccc(Cl)cc5C4=C(C#N)C#N)sc3-c3[se]c4cc5c6c([se]c5cc4c32)-c2sc(/C=C3\C(=O)c4ccc(Cl)cc4C3=C(C#N)C#N)cc2C6(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)cc1,13.29 
